qid,query,elapsed_sec,rapl_pkg_j,n_tables,n_join
7576,queries/stackoverflow/SQLStorm/7576.sql,15.216046,86.20825195312499,6,6
7611,queries/stackoverflow/SQLStorm/7611.sql,15.175901,84.12036132812499,5,5
7637,queries/stackoverflow/SQLStorm/7637.sql,15.257288,86.19561767578125,4,5
7638,queries/stackoverflow/SQLStorm/7638.sql,15.245731,86.26489257812499,4,3
772,queries/stackoverflow/SQLStorm/772.sql,15.19768,84.6617431640625,5,5
7762,queries/stackoverflow/SQLStorm/7762.sql,15.068871,82.16217041015625,5,3
7896,queries/stackoverflow/SQLStorm/7896.sql,15.216459,83.8099365234375,4,3
7944,queries/stackoverflow/SQLStorm/7944.sql,15.061826,85.51678466796875,5,5
7949,queries/stackoverflow/SQLStorm/7949.sql,15.197981,85.68725585937501,3,2
7954,queries/stackoverflow/SQLStorm/7954.sql,15.250115,146.57427978515625,4,7
7977,queries/stackoverflow/SQLStorm/7977.sql,15.100555,163.83917236328125,3,2
8049,queries/stackoverflow/SQLStorm/8049.sql,15.236232,167.87200927734375,6,6
8107,queries/stackoverflow/SQLStorm/8107.sql,15.176282,160.823974609375,6,6
823,queries/stackoverflow/SQLStorm/823.sql,15.328767,89.22491455078125,7,7
8253,queries/stackoverflow/SQLStorm/8253.sql,15.236796,87.3123779296875,4,5
834,queries/stackoverflow/SQLStorm/834.sql,15.066964,246.18664550781247,5,5
8359,queries/stackoverflow/SQLStorm/8359.sql,15.241194,87.8175048828125,3,3
854,queries/stackoverflow/SQLStorm/854.sql,15.068882,86.23223876953125,6,6
8543,queries/stackoverflow/SQLStorm/8543.sql,15.284132,138.98187255859375,4,3
8893,queries/stackoverflow/SQLStorm/8893.sql,15.064562,246.66424560546875,4,4
8972,queries/stackoverflow/SQLStorm/8972.sql,15.064652,243.46441650390625,3,7
9095,queries/stackoverflow/SQLStorm/9095.sql,15.065253,252.54235839843753,4,4
9161,queries/stackoverflow/SQLStorm/9161.sql,15.059785,88.8233642578125,4,7
9322,queries/stackoverflow/SQLStorm/9322.sql,15.184523,177.64794921875,3,2
9353,queries/stackoverflow/SQLStorm/9353.sql,15.799979,156.866455078125,7,5
9410,queries/stackoverflow/SQLStorm/9410.sql,15.259045,86.74017333984375,4,3
9478,queries/stackoverflow/SQLStorm/9478.sql,15.07081,92.87371826171875,3,1
9482,queries/stackoverflow/SQLStorm/9482.sql,15.069702,235.66607666015625,3,3
9497,queries/stackoverflow/SQLStorm/9497.sql,15.182213,85.2108154296875,4,3
9512,queries/stackoverflow/SQLStorm/9512.sql,15.061406,85.8677978515625,4,3
9583,queries/stackoverflow/SQLStorm/9583.sql,15.191836,84.4439697265625,5,5
9585,queries/stackoverflow/SQLStorm/9585.sql,15.20468,84.76263427734375,3,2
9611,queries/stackoverflow/SQLStorm/9611.sql,15.145478,95.22918701171875,6,7
9718,queries/stackoverflow/SQLStorm/9718.sql,15.198527,86.50341796875,3,3
9736,queries/stackoverflow/SQLStorm/9736.sql,15.061018,86.67413330078125,4,3
9898,queries/stackoverflow/SQLStorm/9898.sql,15.182573,84.11199951171875,4,4
